	Classifiers_combination	f1_score
939	['DT', 'ETC', 'SVC_LIN', 'CAT', 'LR']	0.8631279969968055
940	['DT', 'ETC', 'SVC_LIN', 'LGBM', 'LGBM_RF']	0.8539156626506023
941	['DT', 'ETC', 'SVC_LIN', 'LGBM', 'XGB']	0.8494440278941667
942	['DT', 'ETC', 'SVC_LIN', 'LGBM', 'XGB_RF']	0.8576076457729652
943	['DT', 'ETC', 'SVC_LIN', 'LGBM', 'LR']	0.861981984599035
944	['DT', 'ETC', 'SVC_LIN', 'LGBM_RF', 'XGB']	0.8572458331494476
945	['DT', 'ETC', 'SVC_LIN', 'LGBM_RF', 'XGB_RF']	0.8587923121055651
946	['DT', 'ETC', 'SVC_LIN', 'LGBM_RF', 'LR']	0.862069174016149
947	['DT', 'ETC', 'SVC_LIN', 'XGB', 'XGB_RF']	0.846125116713352
948	['DT', 'ETC', 'SVC_LIN', 'XGB', 'LR']	0.865660443973697
949	['DT', 'ETC', 'SVC_LIN', 'XGB_RF', 'LR']	0.8480098212124355
950	['DT', 'ETC', 'SVC_RBF', 'CAT', 'LGBM']	0.8384449221790886
951	['DT', 'ETC', 'SVC_RBF', 'CAT', 'LGBM_RF']	0.8310233414862457
952	['DT', 'ETC', 'SVC_RBF', 'CAT', 'XGB']	0.8374112625083131
953	['DT', 'ETC', 'SVC_RBF', 'CAT', 'XGB_RF']	0.8239538239538239
954	['DT', 'ETC', 'SVC_RBF', 'CAT', 'LR']	0.8368448151580682
955	['DT', 'ETC', 'SVC_RBF', 'LGBM', 'LGBM_RF']	0.838608867848634
956	['DT', 'ETC', 'SVC_RBF', 'LGBM', 'XGB']	0.8395804737268152
957	['DT', 'ETC', 'SVC_RBF', 'LGBM', 'XGB_RF']	0.8482384823848239
958	['DT', 'ETC', 'SVC_RBF', 'LGBM', 'LR']	0.8527055600226333
959	['DT', 'ETC', 'SVC_RBF', 'LGBM_RF', 'XGB']	0.8355909991491052
960	['DT', 'ETC', 'SVC_RBF', 'LGBM_RF', 'XGB_RF']	0.8333050953584137
961	['DT', 'ETC', 'SVC_RBF', 'LGBM_RF', 'LR']	0.8352383894552569
962	['DT', 'ETC', 'SVC_RBF', 'XGB', 'XGB_RF']	0.8354282932596186
963	['DT', 'ETC', 'SVC_RBF', 'XGB', 'LR']	0.8389598494227538
964	['DT', 'ETC', 'SVC_RBF', 'XGB_RF', 'LR']	0.8331416507429568
965	['DT', 'ETC', 'CAT', 'LGBM', 'LGBM_RF']	0.8531018175821533
966	['DT', 'ETC', 'CAT', 'LGBM', 'XGB']	0.8348968105065667
967	['DT', 'ETC', 'CAT', 'LGBM', 'XGB_RF']	0.8434438190535752
968	['DT', 'ETC', 'CAT', 'LGBM', 'LR']	0.8704208031644359
969	['DT', 'ETC', 'CAT', 'LGBM_RF', 'XGB']	0.8489557226399332
970	['DT', 'ETC', 'CAT', 'LGBM_RF', 'XGB_RF']	0.8408628408628408
971	['DT', 'ETC', 'CAT', 'LGBM_RF', 'LR']	0.8656699970614165
972	['DT', 'ETC', 'CAT', 'XGB', 'XGB_RF']	0.8492063492063492
973	['DT', 'ETC', 'CAT', 'XGB', 'LR']	0.8571428571428571
974	['DT', 'ETC', 'CAT', 'XGB_RF', 'LR']	0.8503148396053349
975	['DT', 'ETC', 'LGBM', 'LGBM_RF', 'XGB']	0.8349633905189462
976	['DT', 'ETC', 'LGBM', 'LGBM_RF', 'XGB_RF']	0.8473251982288126
977	['DT', 'ETC', 'LGBM', 'LGBM_RF', 'LR']	0.8575399157606034
978	['DT', 'ETC', 'LGBM', 'XGB', 'XGB_RF']	0.8415075199576588
979	['DT', 'ETC', 'LGBM', 'XGB', 'LR']	0.8576283154596407
980	['DT', 'ETC', 'LGBM', 'XGB_RF', 'LR']	0.8528472865822264
981	['DT', 'ETC', 'LGBM_RF', 'XGB', 'XGB_RF']	0.846125116713352
982	['DT', 'ETC', 'LGBM_RF', 'XGB', 'LR']	0.8571428571428571
983	['DT', 'ETC', 'LGBM_RF', 'XGB_RF', 'LR']	0.8507601835915088
984	['DT', 'ETC', 'XGB', 'XGB_RF', 'LR']	0.8571428571428571
985	['DT', 'KNN', 'SVC_LIN', 'SVC_RBF', 'CAT']	0.8409839483010214
986	['DT', 'KNN', 'SVC_LIN', 'SVC_RBF', 'LGBM']	0.8328795702289679
987	['DT', 'KNN', 'SVC_LIN', 'SVC_RBF', 'LGBM_RF']	0.828812686644012
988	['DT', 'KNN', 'SVC_LIN', 'SVC_RBF', 'XGB']	0.841005209328766
989	['DT', 'KNN', 'SVC_LIN', 'SVC_RBF', 'XGB_RF']	0.8205128205128206
990	['DT', 'KNN', 'SVC_LIN', 'SVC_RBF', 'LR']	0.8383142961456215
991	['DT', 'KNN', 'SVC_LIN', 'CAT', 'LGBM']	0.8407300086421635
992	['DT', 'KNN', 'SVC_LIN', 'CAT', 'LGBM_RF']	0.83757452958307
993	['DT', 'KNN', 'SVC_LIN', 'CAT', 'XGB']	0.8439624506051374
994	['DT', 'KNN', 'SVC_LIN', 'CAT', 'XGB_RF']	0.8407300086421635
995	['DT', 'KNN', 'SVC_LIN', 'CAT', 'LR']	0.8464285714285715
996	['DT', 'KNN', 'SVC_LIN', 'LGBM', 'LGBM_RF']	0.841005209328766
997	['DT', 'KNN', 'SVC_LIN', 'LGBM', 'XGB']	0.8442563089654079
998	['DT', 'KNN', 'SVC_LIN', 'LGBM', 'XGB_RF']	0.8326978801281074
999	['DT', 'KNN', 'SVC_LIN', 'LGBM', 'LR']	0.8562384643779993
1000	['DT', 'KNN', 'SVC_LIN', 'LGBM_RF', 'XGB']	0.8455110375195781
1001	['DT', 'KNN', 'SVC_LIN', 'LGBM_RF', 'XGB_RF']	0.8378306061541628
1002	['DT', 'KNN', 'SVC_LIN', 'LGBM_RF', 'LR']	0.8532555081971137
1003	['DT', 'KNN', 'SVC_LIN', 'XGB', 'XGB_RF']	0.8407300086421635
1004	['DT', 'KNN', 'SVC_LIN', 'XGB', 'LR']	0.8499095840867993
1005	['DT', 'KNN', 'SVC_LIN', 'XGB_RF', 'LR']	0.847905131044666
1006	['DT', 'KNN', 'SVC_RBF', 'CAT', 'LGBM']	0.8297005248533497
1007	['DT', 'KNN', 'SVC_RBF', 'CAT', 'LGBM_RF']	0.8270757020757019
1008	['DT', 'KNN', 'SVC_RBF', 'CAT', 'XGB']	0.841005209328766
1009	['DT', 'KNN', 'SVC_RBF', 'CAT', 'XGB_RF']	0.836996336996337
1010	['DT', 'KNN', 'SVC_RBF', 'CAT', 'LR']	0.8409839483010214
1011	['DT', 'KNN', 'SVC_RBF', 'LGBM', 'LGBM_RF']	0.8285533396644508
1012	['DT', 'KNN', 'SVC_RBF', 'LGBM', 'XGB']	0.8348395392064561
1013	['DT', 'KNN', 'SVC_RBF', 'LGBM', 'XGB_RF']	0.8443002780352179
1014	['DT', 'KNN', 'SVC_RBF', 'LGBM', 'LR']	0.836054173403571
1015	['DT', 'KNN', 'SVC_RBF', 'LGBM_RF', 'XGB']	0.8348395392064561
1016	['DT', 'KNN', 'SVC_RBF', 'LGBM_RF', 'XGB_RF']	0.8216682103529895
1017	['DT', 'KNN', 'SVC_RBF', 'LGBM_RF', 'LR']	0.8373596951910205
1018	['DT', 'KNN', 'SVC_RBF', 'XGB', 'XGB_RF']	0.8394566224143255
1019	['DT', 'KNN', 'SVC_RBF', 'XGB', 'LR']	0.8456737434090648
1020	['DT', 'KNN', 'SVC_RBF', 'XGB_RF', 'LR']	0.831890331890332
1021	['DT', 'KNN', 'CAT', 'LGBM', 'LGBM_RF']	0.8430268918073796
1022	['DT', 'KNN', 'CAT', 'LGBM', 'XGB']	0.8396392257575386
1023	['DT', 'KNN', 'CAT', 'LGBM', 'XGB_RF']	0.8359303220910812
1024	['DT', 'KNN', 'CAT', 'LGBM', 'LR']	0.8407300086421635
1025	['DT', 'KNN', 'CAT', 'LGBM_RF', 'XGB']	0.8439624506051374
1026	['DT', 'KNN', 'CAT', 'LGBM_RF', 'XGB_RF']	0.833068701392258
1027	['DT', 'KNN', 'CAT', 'LGBM_RF', 'LR']	0.8443542617521645
1028	['DT', 'KNN', 'CAT', 'XGB', 'XGB_RF']	0.8407300086421635
1029	['DT', 'KNN', 'CAT', 'XGB', 'LR']	0.8487621371562198
1030	['DT', 'KNN', 'CAT', 'XGB_RF', 'LR']	0.8439624506051374
1031	['DT', 'KNN', 'LGBM', 'LGBM_RF', 'XGB']	0.8251888315882691
1032	['DT', 'KNN', 'LGBM', 'LGBM_RF', 'XGB_RF']	0.8326978801281074
1033	['DT', 'KNN', 'LGBM', 'LGBM_RF', 'LR']	0.8394566224143255
1034	['DT', 'KNN', 'LGBM', 'XGB', 'XGB_RF']	0.8348395392064561
1035	['DT', 'KNN', 'LGBM', 'XGB', 'LR']	0.8394566224143255
1036	['DT', 'KNN', 'LGBM', 'XGB_RF', 'LR']	0.8374789090055218
1037	['DT', 'KNN', 'LGBM_RF', 'XGB', 'XGB_RF']	0.8326978801281074
1038	['DT', 'KNN', 'LGBM_RF', 'XGB', 'LR']	0.8487621371562198
1039	['DT', 'KNN', 'LGBM_RF', 'XGB_RF', 'LR']	0.833068701392258
1040	['DT', 'KNN', 'XGB', 'XGB_RF', 'LR']	0.8487621371562198
1041	['DT', 'SVC_LIN', 'SVC_RBF', 'CAT', 'LGBM']	0.8496013790131437
1042	['DT', 'SVC_LIN', 'SVC_RBF', 'CAT', 'LGBM_RF']	0.8366897366439839
1043	['DT', 'SVC_LIN', 'SVC_RBF', 'CAT', 'XGB']	0.8564213564213565
1044	['DT', 'SVC_LIN', 'SVC_RBF', 'CAT', 'XGB_RF']	0.8464285714285715
1045	['DT', 'SVC_LIN', 'SVC_RBF', 'CAT', 'LR']	0.8432539682539683
1046	['DT', 'SVC_LIN', 'SVC_RBF', 'LGBM', 'LGBM_RF']	0.8451285552093847
1047	['DT', 'SVC_LIN', 'SVC_RBF', 'LGBM', 'XGB']	0.8360284701748117
1048	['DT', 'SVC_LIN', 'SVC_RBF', 'LGBM', 'XGB_RF']	0.8534798534798534
1049	['DT', 'SVC_LIN', 'SVC_RBF', 'LGBM', 'LR']	0.8513861437028938
1050	['DT', 'SVC_LIN', 'SVC_RBF', 'LGBM_RF', 'XGB']	0.8401518160554305
1051	['DT', 'SVC_LIN', 'SVC_RBF', 'LGBM_RF', 'XGB_RF']	0.8463614981857722
1052	['DT', 'SVC_LIN', 'SVC_RBF', 'LGBM_RF', 'LR']	0.8469610363854004
1053	['DT', 'SVC_LIN', 'SVC_RBF', 'XGB', 'XGB_RF']	0.8496013790131437
1054	['DT', 'SVC_LIN', 'SVC_RBF', 'XGB', 'LR']	0.8531533825651474
1055	['DT', 'SVC_LIN', 'SVC_RBF', 'XGB_RF', 'LR']	0.842934847596632
1056	['DT', 'SVC_LIN', 'CAT', 'LGBM', 'LGBM_RF']	0.8583142092178235
1057	['DT', 'SVC_LIN', 'CAT', 'LGBM', 'XGB']	0.8491688272075644
1058	['DT', 'SVC_LIN', 'CAT', 'LGBM', 'XGB_RF']	0.8572458331494476
1059	['DT', 'SVC_LIN', 'CAT', 'LGBM', 'LR']	0.8630952380952381
1060	['DT', 'SVC_LIN', 'CAT', 'LGBM_RF', 'XGB']	0.8492063492063492
1061	['DT', 'SVC_LIN', 'CAT', 'LGBM_RF', 'XGB_RF']	0.8551587301587301
1062	['DT', 'SVC_LIN', 'CAT', 'LGBM_RF', 'LR']	0.8583142092178235
1063	['DT', 'SVC_LIN', 'CAT', 'XGB', 'XGB_RF']	0.8492063492063492
1064	['DT', 'SVC_LIN', 'CAT', 'XGB', 'LR']	0.862026862026862
1065	['DT', 'SVC_LIN', 'CAT', 'XGB_RF', 'LR']	0.8547133861725561
1066	['DT', 'SVC_LIN', 'LGBM', 'LGBM_RF', 'XGB']	0.8491688272075644
1067	['DT', 'SVC_LIN', 'LGBM', 'LGBM_RF', 'XGB_RF']	0.8539156626506023
1068	['DT', 'SVC_LIN', 'LGBM', 'LGBM_RF', 'LR']	0.8535673737747856
1069	['DT', 'SVC_LIN', 'LGBM', 'XGB', 'XGB_RF']	0.8491688272075644
1070	['DT', 'SVC_LIN', 'LGBM', 'XGB', 'LR']	0.8622968495399395
1071	['DT', 'SVC_LIN', 'LGBM', 'XGB_RF', 'LR']	0.8486988246024391
1072	['DT', 'SVC_LIN', 'LGBM_RF', 'XGB', 'XGB_RF']	0.846125116713352
1073	['DT', 'SVC_LIN', 'LGBM_RF', 'XGB', 'LR']	0.8572458331494476
1074	['DT', 'SVC_LIN', 'LGBM_RF', 'XGB_RF', 'LR']	0.8515579071134627
1075	['DT', 'SVC_LIN', 'XGB', 'XGB_RF', 'LR']	0.8572458331494476
1076	['DT', 'SVC_RBF', 'CAT', 'LGBM', 'LGBM_RF']	0.8434574535074093
1077	['DT', 'SVC_RBF', 'CAT', 'LGBM', 'XGB']	0.8394566224143255
1078	['DT', 'SVC_RBF', 'CAT', 'LGBM', 'XGB_RF']	0.8537498409929309
1079	['DT', 'SVC_RBF', 'CAT', 'LGBM', 'LR']	0.8534798534798534
1080	['DT', 'SVC_RBF', 'CAT', 'LGBM_RF', 'XGB']	0.8512949039264829
1081	['DT', 'SVC_RBF', 'CAT', 'LGBM_RF', 'XGB_RF']	0.8361497939811192
1082	['DT', 'SVC_RBF', 'CAT', 'LGBM_RF', 'LR']	0.8485135664609658
1083	['DT', 'SVC_RBF', 'CAT', 'XGB', 'XGB_RF']	0.8480269300702737
1084	['DT', 'SVC_RBF', 'CAT', 'XGB', 'LR']	0.8564213564213565
1085	['DT', 'SVC_RBF', 'CAT', 'XGB_RF', 'LR']	0.8332018173122907
1086	['DT', 'SVC_RBF', 'LGBM', 'LGBM_RF', 'XGB']	0.8316070972434823
1087	['DT', 'SVC_RBF', 'LGBM', 'LGBM_RF', 'XGB_RF']	0.8494440278941667
1088	['DT', 'SVC_RBF', 'LGBM', 'LGBM_RF', 'LR']	0.8534798534798534
1089	['DT', 'SVC_RBF', 'LGBM', 'XGB', 'XGB_RF']	0.841005209328766
1090	['DT', 'SVC_RBF', 'LGBM', 'XGB', 'LR']	0.8437853980022654
1091	['DT', 'SVC_RBF', 'LGBM', 'XGB_RF', 'LR']	0.8534798534798534
1092	['DT', 'SVC_RBF', 'LGBM_RF', 'XGB', 'XGB_RF']	0.8373596951910205
1093	['DT', 'SVC_RBF', 'LGBM_RF', 'XGB', 'LR']	0.8531533825651474
1094	['DT', 'SVC_RBF', 'LGBM_RF', 'XGB_RF', 'LR']	0.8379226796203714
1095	['DT', 'SVC_RBF', 'XGB', 'XGB_RF', 'LR']	0.8581483875601522
1096	['DT', 'CAT', 'LGBM', 'LGBM_RF', 'XGB']	0.8397944498444057
1097	['DT', 'CAT', 'LGBM', 'LGBM_RF', 'XGB_RF']	0.8403093298773582
1098	['DT', 'CAT', 'LGBM', 'LGBM_RF', 'LR']	0.8535673737747856
1099	['DT', 'CAT', 'LGBM', 'XGB', 'XGB_RF']	0.8496918075231328
1100	['DT', 'CAT', 'LGBM', 'XGB', 'LR']	0.8531224872688288
1101	['DT', 'CAT', 'LGBM', 'XGB_RF', 'LR']	0.8528472865822264
1102	['DT', 'CAT', 'LGBM_RF', 'XGB', 'XGB_RF']	0.8448078026391279
1103	['DT', 'CAT', 'LGBM_RF', 'XGB', 'LR']	0.8571428571428571
1104	['DT', 'CAT', 'LGBM_RF', 'XGB_RF', 'LR']	0.8551587301587301
1105	['DT', 'CAT', 'XGB', 'XGB_RF', 'LR']	0.8539682539682539
1106	['DT', 'LGBM', 'LGBM_RF', 'XGB', 'XGB_RF']	0.8411366986935084
1107	['DT', 'LGBM', 'LGBM_RF', 'XGB', 'LR']	0.8531224872688288
1108	['DT', 'LGBM', 'LGBM_RF', 'XGB_RF', 'LR']	0.8483414583914143
1109	['DT', 'LGBM', 'XGB', 'XGB_RF', 'LR']	0.8622968495399395
1110	['DT', 'LGBM_RF', 'XGB', 'XGB_RF', 'LR']	0.8492063492063492
1111	['RF', 'ETC', 'KNN', 'SVC_LIN', 'SVC_RBF']	0.846364834580784
1112	['RF', 'ETC', 'KNN', 'SVC_LIN', 'CAT']	0.846580907084328
1113	['RF', 'ETC', 'KNN', 'SVC_LIN', 'LGBM']	0.8405342983656237
1114	['RF', 'ETC', 'KNN', 'SVC_LIN', 'LGBM_RF']	0.8453918237050767
1115	['RF', 'ETC', 'KNN', 'SVC_LIN', 'XGB']	0.8393775225982102
1116	['RF', 'ETC', 'KNN', 'SVC_LIN', 'XGB_RF']	0.841495977948766
1117	['RF', 'ETC', 'KNN', 'SVC_LIN', 'LR']	0.850646596651643
1118	['RF', 'ETC', 'KNN', 'SVC_RBF', 'CAT']	0.8277478618942032
1119	['RF', 'ETC', 'KNN', 'SVC_RBF', 'LGBM']	0.8348927875243665
1120	['RF', 'ETC', 'KNN', 'SVC_RBF', 'LGBM_RF']	0.8359305808480362
1121	['RF', 'ETC', 'KNN', 'SVC_RBF', 'XGB']	0.826120857699805
1122	['RF', 'ETC', 'KNN', 'SVC_RBF', 'XGB_RF']	0.8257541286207677
1123	['RF', 'ETC', 'KNN', 'SVC_RBF', 'LR']	0.834873292704618
1124	['RF', 'ETC', 'KNN', 'CAT', 'LGBM']	0.8277211409741531
1125	['RF', 'ETC', 'KNN', 'CAT', 'LGBM_RF']	0.8346475945962467
1126	['RF', 'ETC', 'KNN', 'CAT', 'XGB']	0.8348608107644253
1127	['RF', 'ETC', 'KNN', 'CAT', 'XGB_RF']	0.8346475945962467
1128	['RF', 'ETC', 'KNN', 'CAT', 'LR']	0.8474348212910304
1129	['RF', 'ETC', 'KNN', 'LGBM', 'LGBM_RF']	0.8101384212495324
1130	['RF', 'ETC', 'KNN', 'LGBM', 'XGB']	0.8215243529835229
1131	['RF', 'ETC', 'KNN', 'LGBM', 'XGB_RF']	0.8245656619150594
1132	['RF', 'ETC', 'KNN', 'LGBM', 'LR']	0.8452028324459224
1133	['RF', 'ETC', 'KNN', 'LGBM_RF', 'XGB']	0.8317053317053317
1134	['RF', 'ETC', 'KNN', 'LGBM_RF', 'XGB_RF']	0.8394094993581515
1135	['RF', 'ETC', 'KNN', 'LGBM_RF', 'LR']	0.844242846826826
1136	['RF', 'ETC', 'KNN', 'XGB', 'XGB_RF']	0.834479883260371
1137	['RF', 'ETC', 'KNN', 'XGB', 'LR']	0.8478722923167368
1138	['RF', 'ETC', 'KNN', 'XGB_RF', 'LR']	0.8449369813897692
1139	['RF', 'ETC', 'SVC_LIN', 'SVC_RBF', 'CAT']	0.8444102129052903
1140	['RF', 'ETC', 'SVC_LIN', 'SVC_RBF', 'LGBM']	0.8411375661375663
1141	['RF', 'ETC', 'SVC_LIN', 'SVC_RBF', 'LGBM_RF']	0.8430926404440616
1142	['RF', 'ETC', 'SVC_LIN', 'SVC_RBF', 'XGB']	0.8528490314706912
1143	['RF', 'ETC', 'SVC_LIN', 'SVC_RBF', 'XGB_RF']	0.8338976157795739
1144	['RF', 'ETC', 'SVC_LIN', 'SVC_RBF', 'LR']	0.8413600235501913
1145	['RF', 'ETC', 'SVC_LIN', 'CAT', 'LGBM']	0.8498827941865916
1146	['RF', 'ETC', 'SVC_LIN', 'CAT', 'LGBM_RF']	0.8532446976891421
1147	['RF', 'ETC', 'SVC_LIN', 'CAT', 'XGB']	0.8515088104467542
1148	['RF', 'ETC', 'SVC_LIN', 'CAT', 'XGB_RF']	0.8455110375195781
1149	['RF', 'ETC', 'SVC_LIN', 'CAT', 'LR']	0.8578958604798398
1150	['RF', 'ETC', 'SVC_LIN', 'LGBM', 'LGBM_RF']	0.8494708994708994
1151	['RF', 'ETC', 'SVC_LIN', 'LGBM', 'XGB']	0.8436467388541509
1152	['RF', 'ETC', 'SVC_LIN', 'LGBM', 'XGB_RF']	0.853949856084979
1153	['RF', 'ETC', 'SVC_LIN', 'LGBM', 'LR']	0.8545339569772894
1154	['RF', 'ETC', 'SVC_LIN', 'LGBM_RF', 'XGB']	0.8530232039268183
1155	['RF', 'ETC', 'SVC_LIN', 'LGBM_RF', 'XGB_RF']	0.8479245311452187
1156	['RF', 'ETC', 'SVC_LIN', 'LGBM_RF', 'LR']	0.8543255910867856
1157	['RF', 'ETC', 'SVC_LIN', 'XGB', 'XGB_RF']	0.8494440278941667
1158	['RF', 'ETC', 'SVC_LIN', 'XGB', 'LR']	0.842798353909465
1159	['RF', 'ETC', 'SVC_LIN', 'XGB_RF', 'LR']	0.8506118502456735
1160	['RF', 'ETC', 'SVC_RBF', 'CAT', 'LGBM']	0.8345358345358346
1161	['RF', 'ETC', 'SVC_RBF', 'CAT', 'LGBM_RF']	0.8316239316239317
1162	['RF', 'ETC', 'SVC_RBF', 'CAT', 'XGB']	0.8390525463696195
1163	['RF', 'ETC', 'SVC_RBF', 'CAT', 'XGB_RF']	0.8406964720641782
1164	['RF', 'ETC', 'SVC_RBF', 'CAT', 'LR']	0.8445519980143956
1165	['RF', 'ETC', 'SVC_RBF', 'LGBM', 'LGBM_RF']	0.8317053317053317
1166	['RF', 'ETC', 'SVC_RBF', 'LGBM', 'XGB']	0.8399889491661643
1167	['RF', 'ETC', 'SVC_RBF', 'LGBM', 'XGB_RF']	0.8406970042551105
1168	['RF', 'ETC', 'SVC_RBF', 'LGBM', 'LR']	0.8361797602303932
1169	['RF', 'ETC', 'SVC_RBF', 'LGBM_RF', 'XGB']	0.8375039594551789
1170	['RF', 'ETC', 'SVC_RBF', 'LGBM_RF', 'XGB_RF']	0.837521868889575
1171	['RF', 'ETC', 'SVC_RBF', 'LGBM_RF', 'LR']	0.8316239316239317
1172	['RF', 'ETC', 'SVC_RBF', 'XGB', 'XGB_RF']	0.8439649781113197
1173	['RF', 'ETC', 'SVC_RBF', 'XGB', 'LR']	0.8483222824994977
1174	['RF', 'ETC', 'SVC_RBF', 'XGB_RF', 'LR']	0.8406964720641782
1175	['RF', 'ETC', 'CAT', 'LGBM', 'LGBM_RF']	0.8515088104467542
1176	['RF', 'ETC', 'CAT', 'LGBM', 'XGB']	0.8384098085995104
1177	['RF', 'ETC', 'CAT', 'LGBM', 'XGB_RF']	0.8527443105756358
1178	['RF', 'ETC', 'CAT', 'LGBM', 'LR']	0.8481888481888481
1179	['RF', 'ETC', 'CAT', 'LGBM_RF', 'XGB']	0.8430268918073796
1180	['RF', 'ETC', 'CAT', 'LGBM_RF', 'XGB_RF']	0.856368563685637
1181	['RF', 'ETC', 'CAT', 'LGBM_RF', 'LR']	0.8600823045267489
1182	['RF', 'ETC', 'CAT', 'XGB', 'XGB_RF']	0.847826578358462
1183	['RF', 'ETC', 'CAT', 'XGB', 'LR']	0.8470708229744375
1184	['RF', 'ETC', 'CAT', 'XGB_RF', 'LR']	0.8527055600226333
1185	['RF', 'ETC', 'LGBM', 'LGBM_RF', 'XGB']	0.8370924343146565
1186	['RF', 'ETC', 'LGBM', 'LGBM_RF', 'XGB_RF']	0.8527443105756358
1187	['RF', 'ETC', 'LGBM', 'LGBM_RF', 'LR']	0.8498827941865916
1188	['RF', 'ETC', 'LGBM', 'XGB', 'XGB_RF']	0.8351773666365366
1189	['RF', 'ETC', 'LGBM', 'XGB', 'LR']	0.8563084969978366
1190	['RF', 'ETC', 'LGBM', 'XGB_RF', 'LR']	0.8527055600226333
1191	['RF', 'ETC', 'LGBM_RF', 'XGB', 'XGB_RF']	0.8445754787218203
1192	['RF', 'ETC', 'LGBM_RF', 'XGB', 'LR']	0.8503439649781113
1193	['RF', 'ETC', 'LGBM_RF', 'XGB_RF', 'LR']	0.8600823045267489
1194	['RF', 'ETC', 'XGB', 'XGB_RF', 'LR']	0.8482384823848239
1195	['RF', 'KNN', 'SVC_LIN', 'SVC_RBF', 'CAT']	0.8546203119373851
1196	['RF', 'KNN', 'SVC_LIN', 'SVC_RBF', 'LGBM']	0.8470699775228234
1197	['RF', 'KNN', 'SVC_LIN', 'SVC_RBF', 'LGBM_RF']	0.850179350599872
1198	['RF', 'KNN', 'SVC_LIN', 'SVC_RBF', 'XGB']	0.8537313541518756
1199	['RF', 'KNN', 'SVC_LIN', 'SVC_RBF', 'XGB_RF']	0.8502886002886002
1200	['RF', 'KNN', 'SVC_LIN', 'SVC_RBF', 'LR']	0.843582474950181
1201	['RF', 'KNN', 'SVC_LIN', 'CAT', 'LGBM']	0.8466416102305901
1202	['RF', 'KNN', 'SVC_LIN', 'CAT', 'LGBM_RF']	0.8368448151580682
1203	['RF', 'KNN', 'SVC_LIN', 'CAT', 'XGB']	0.8455110375195781
1204	['RF', 'KNN', 'SVC_LIN', 'CAT', 'XGB_RF']	0.8461392996016972
1205	['RF', 'KNN', 'SVC_LIN', 'CAT', 'LR']	0.8543328450688241
1206	['RF', 'KNN', 'SVC_LIN', 'LGBM', 'LGBM_RF']	0.8338217338217339
1207	['RF', 'KNN', 'SVC_LIN', 'LGBM', 'XGB']	0.8455110375195781
1208	['RF', 'KNN', 'SVC_LIN', 'LGBM', 'XGB_RF']	0.8506132566324084
1209	['RF', 'KNN', 'SVC_LIN', 'LGBM', 'LR']	0.844265845873233
1210	['RF', 'KNN', 'SVC_LIN', 'LGBM_RF', 'XGB']	0.8455110375195781
1211	['RF', 'KNN', 'SVC_LIN', 'LGBM_RF', 'XGB_RF']	0.841495977948766
1212	['RF', 'KNN', 'SVC_LIN', 'LGBM_RF', 'LR']	0.846580907084328
1213	['RF', 'KNN', 'SVC_LIN', 'XGB', 'XGB_RF']	0.8501795715998769
1214	['RF', 'KNN', 'SVC_LIN', 'XGB', 'LR']	0.8501795715998769
1215	['RF', 'KNN', 'SVC_LIN', 'XGB_RF', 'LR']	0.8497728815485323
1216	['RF', 'KNN', 'SVC_RBF', 'CAT', 'LGBM']	0.828275789251399
1217	['RF', 'KNN', 'SVC_RBF', 'CAT', 'LGBM_RF']	0.8270907713945688
1218	['RF', 'KNN', 'SVC_RBF', 'CAT', 'XGB']	0.8364672364672364
1219	['RF', 'KNN', 'SVC_RBF', 'CAT', 'XGB_RF']	0.8369048528757131
1220	['RF', 'KNN', 'SVC_RBF', 'CAT', 'LR']	0.8370881025447107
1221	['RF', 'KNN', 'SVC_RBF', 'LGBM', 'LGBM_RF']	0.8268551191718693
1222	['RF', 'KNN', 'SVC_RBF', 'LGBM', 'XGB']	0.8219519089666344
1223	['RF', 'KNN', 'SVC_RBF', 'LGBM', 'XGB_RF']	0.8235583346694457
1224	['RF', 'KNN', 'SVC_RBF', 'LGBM', 'LR']	0.842024900164435
1225	['RF', 'KNN', 'SVC_RBF', 'LGBM_RF', 'XGB']	0.8364887696283044
1226	['RF', 'KNN', 'SVC_RBF', 'LGBM_RF', 'XGB_RF']	0.836405870552212
1227	['RF', 'KNN', 'SVC_RBF', 'LGBM_RF', 'LR']	0.844997594997595
1228	['RF', 'KNN', 'SVC_RBF', 'XGB', 'XGB_RF']	0.8282367837923393
1229	['RF', 'KNN', 'SVC_RBF', 'XGB', 'LR']	0.8488270855559236
1230	['RF', 'KNN', 'SVC_RBF', 'XGB_RF', 'LR']	0.8502886002886002
1231	['RF', 'KNN', 'CAT', 'LGBM', 'LGBM_RF']	0.8150852314825281
1232	['RF', 'KNN', 'CAT', 'LGBM', 'XGB']	0.8267094579056433
1233	['RF', 'KNN', 'CAT', 'LGBM', 'XGB_RF']	0.836996336996337
1234	['RF', 'KNN', 'CAT', 'LGBM', 'LR']	0.8416648710766358
1235	['RF', 'KNN', 'CAT', 'LGBM_RF', 'XGB']	0.8360284701748117
1236	['RF', 'KNN', 'CAT', 'LGBM_RF', 'XGB_RF']	0.8362220435391167
1237	['RF', 'KNN', 'CAT', 'LGBM_RF', 'LR']	0.8494812208979221
1238	['RF', 'KNN', 'CAT', 'XGB', 'XGB_RF']	0.834479883260371
